GroupName	GroupID	GroupORFs
protein kinase activity	GO:0004672	YHR030C YPL150W YDR247W YMR291W YCR091W YCR091W YKL166C YDR247W YDL025C YOR233W YPL140C YMR291W YAL017W YKL171W YKL198C YGL059W YPR054W YGL179C YKL101W YDR247W YJL128C YOR351C YMR001C YKL161C YKL166C YIL035C YHR079C YDR122W YGR040W YPL150W YAR019C YOL016C YPL031C YPL209C YJR059W YIL095W YFR014C YDL108W YOL128C YJL106W YMR216C YBR097W YDL101C YJL164C YGR188C YDR466W YGR052W YLR096W YAR018C YHR102W YPR106W YKL116C YOL128C YKL101W YFL033C YDR122W YGR040W YHR135C YJL057C YKL116C YBL088C YLR362W YER129W YAR018C YER123W YIL035C YCL024W YHR079C YDR477W YJR066W YER129W YDR466W YKL139W YGR092W YFL029C YAL017W YPL026C YKL198C YLL019C YJL165C YDL214C YOL100W YPL042C YJL187C YMR001C YDR466W YPL031C YDL101C YLR096W YHR030C YPL150W YMR216C YNR047W YGR262C YDR477W YOR231W YER123W YDL079C YOL113W YNL161W YJL128C YPL209C YAR019C YFL033C YKL126W YPL026C YBL016W YOR267C YPL153C YOR233W YJL095W YJL141C YDL025C YFL033C YPL141C YPR106W YLL019C YPL204W YPL204W YNL183C YDR523C YGR052W YBR028C YJL057C YCR091W YLR362W YMR291W YDR466W YBR059C YDR490C YMR139W YPL141C YDR507C YJL165C YDR490C YMR139W YGL180W YKL048C YBL105C YOR351C YDR283C YMR001C YGR188C YBR059C YDL017W YNR047W YLR248W YHR082C YOR267C YMR001C YJR059W YKL161C YNR031C YNL307C YKL139W YNL307C YJL106W YBL009W YIL042C YOR061W YPL209C YNL298W YPL236C YNL154C YGL180W YOL100W YCR008W YOR119C YKL025C YNL207W YDR283C YHR082C YNL298W YBR028C YGL059W YGR052W YOL016C YNL020C YGL021W YPL203W YDL028C YNL154C YOL113W YMR001C YBR136W YCR073C YDL028C YLR248W YKL171W YKL048C YPL141C YMR104C YOL045W YJL165C YJR059W YHL007C YOR119C YNR047W YJL164C YKL168C YBR274W YHR135C YOL100W YBR160W YAR019C YMR001C YHL007C YJR059W YLR240W YCR008W YKL101W YAR018C YJL095W YBL016W YPL209C YPR161C YPR111W YCR073C YMR104C YFR014C YDL159W YLR113W YJL187C YGL158W YJL106W YGL179C YDL214C YKL168C YNL020C YOR231W YDR523C YCR008W YPL153C YHR205W YGR092W YCL024W YDL101C YOR267C YDL108W YBR059C YGL083W YIL095W YDR507C YJL141C YPL203W YJL141C YGL158W YDR507C YKL171W YMR001C YBR160W YCL024W YPL042C
protein histidine kinase activity	GO:0004673	YIL147C YIL147C
protein serine/threonine kinase activity	GO:0004674	YLL019C YAR018C YHR030C YPL209C YKL198C YJL128C YJL187C YHR135C YKL048C YNL020C YKL166C YOR231W YLR248W YBR028C YKL203C YPL203W YGR040W YKL126W YJL164C YDL214C YHR102W YGL180W YKL168C YNL207W YOL100W YKL101W YJL095W YOL128C YGL021W YFL033C YCL024W YMR001C YPR054W YOR351C YIL042C YMR139W YGR262C YOR351C YHR030C YDR523C YOR233W YDL017W YPL140C YER129W YKL198C YDL079C YNR047W YER129W YPL031C YLR362W YJL106W YLR096W YDL017W YNL161W YDL025C YBR059C YHR079C YKL166C YPL209C YJL141C YJL095W YDL025C YKL168C YKL116C YKL203C YBR097W YFL033C YAL017W YJL187C YJR059W YJL141C YGL119W YJL057C YGR092W YBR160W YNL154C YDR490C YGL179C YKL139W YMR216C YNL298W YHR082C YAL017W YGR188C YLL019C YPR054W YMR291W YOL045W YGR052W YMR139W YPL141C YDL159W YPL026C YAR019C YDR122W YOR233W YIL095W YLR248W YNL298W YOR267C YNR047W YMR139W YPL204W YPR111W YGL179C YGL180W YPR161C YPL204W YPL140C YAL017W YOL128C YOL128C YIL095W YCR091W YKL139W YNR047W YDL017W YBL105C YHR205W YNL183C YCR091W YMR139W YDL101C YLL019C YBR059C YKL116C YAL017W YHL007C YHR079C YNL020C YNR031C YPR111W YPL150W YGL021W YDL025C YPL031C YGR092W YER129W YGR262C YOR351C YPR106W YBL009W YCR073C YMR216C YHR205W YKL048C YPL153C YDR523C YNL307C YDL159W YDL017W YOL016C YKL101W YPL150W YDR122W YFL033C YGL180W YLL019C YCR073C YNL161W YAL017W YOL128C YDL108W YGL180W YHR135C YKL161C YDL079C YOL016C YBL009W YKL126W YLR362W YKL126W YHR135C YPR111W YIL035C YNL183C YDL028C YDR466W YDR122W YIL095W YDR507C YNL183C YDR247W YPR161C YKL048C YDL108W YER129W YKL048C YDL101C YNL161W YDR247W YDR247W YER129W YJL141C YDR490C YDR477W YJL057C YJL164C YPL236C YNL154C YNL183C YHR082C YOR231W YOR267C YJL128C YGL179C YOL045W YDR507C YHR102W YBR274W YBR274W YAR018C YOL113W YIL035C YBL088C YJL165C YNL154C YMR001C YAR019C YLR096W YNL207W YJL141C YKL126W YPL236C YFL029C YFL029C YKL048C YFR014C YBR274W YKL126W YBL105C YER123W YPL141C YER129W YMR291W YCR008W YHR079C YHR082C YDL028C YGR052W YBL088C YPL026C YJL165C YDL079C YDR466W YGR188C YBL016W YPR106W YBR160W YOR351C YOL100W YBR097W YJL106W YBL016W YMR216C YPL236C YJR066W YDR283C YIL095W YFR014C YKL171W YPL204W YDL214C YOL045W YNR047W YGL059W YNL298W YNR031C YBR136W YNL020C YGR040W YHR205W YER123W YDL079C YER123W YDR122W YDL017W YMR104C YBR274W YBR028C YOR061W YNL307C YLR248W YOR119C YOR267C YOR233W YHR205W YCR008W YIL035C YOL045W YGL158W YKL171W YOL113W YGL158W YNL020C YGR092W YNL020C YPL026C YLR113W YOL113W YBR136W YLR248W YLR096W YMR104C YGL158W YJR059W YHL007C YKL161C YBR160W YCL024W YOR061W YHR030C YPL042C YBR097W YPL042C YLR113W YPL203W YER129W YGL179C YNL307C YOR119C YPL153C YDR283C YDR477W YOR061W YPL204W
AMP-activated protein kinase activity	GO:0004679	YGL208W YER027C YER027C YGL115W YGL115W YDR477W YGL115W YDR477W YDR477W YDR477W YGL115W YDR422C YDR422C YDR477W YDR477W
calmodulin-dependent protein kinase activity	GO:0004683	YFR014C YOL016C YOL016C YFR014C
cAMP-dependent protein kinase activity	GO:0004691	YKL166C YKL166C YPL203W YJL164C YKL166C YJL164C YPL203W YKL166C YJL164C YPL203W YJL164C YPL203W
cyclin-dependent protein kinase activity	GO:0004693	YBR160W YPL031C YPL031C YPL031C YPL031C YPL031C YPL031C YBR160W YPL042C YFL029C YJL006C YPL031C YPR161C YML112W YPL042C YKL139W YPL042C YPR161C YPR161C
eukaryotic translation initiation factor 2alpha kinase activity	GO:0004694	YDR283C YDR283C
protein kinase C activity	GO:0004697	YBL105C YBL105C
receptor signaling protein serine/threonine kinase activity	GO:0004702	YKL116C YDL214C YDL214C YKL116C
MAP kinase activity	GO:0004707	YLR113W YHR030C YPR054W YPR054W YBL016W YPR054W YHR030C YHR030C YGR040W YBL016W YBL016W YGR040W YLR113W YLR113W YLR113W YBL016W YPR054W YGR040W YGR040W
MAP kinase kinase activity	GO:0004708	YJL128C YJL128C YPL140C YDL159W YOR231W
MAP kinase kinase kinase activity	GO:0004709	YCR073C YJL095W YNR031C YNR031C YJL095W YLR362W
protein serine/threonine/tyrosine kinase activity	GO:0004712	YDL028C YJL141C YNL307C YDL028C YPL153C YLL019C YDL028C YPL153C
protein tyrosine kinase activity	GO:0004713	YLL019C YJL187C YGR262C YJL128C YJL141C YLL019C YPL153C YJL141C YLL019C YPL140C YJL095W YJL187C YJL141C
phosphoprotein phosphatase activity	GO:0004721	YHR076W YNR032W YIR026C YMR277W YER133W YLL010C YDR066C YNL222W YNL222W YBR125C YMR036C YDL047W YER133W YLR361C YDR436W YPL179W YBR125C YNR032W YDR436W YER134C YMR277W YHR076W YNL222W YBL056W YNL053W YER075C YLL010C YPL179W YNL099C YDR075W YDR075W YCR079W YNL222W YOR208W YER089C YDL047W YDL006W YER089C YLL010C YPR073C YGR123C YFR028C YLR361C YOR090C YDL188C YER139C YLR019W YDR066C YOR090C YLR433C YNL032W YGR123C YHR004C YCR079W YDL236W YHR004C YGR123C YMR277W YDL230W YDL006W YIL113W YDR067C YLR433C YDL134C YBR276C YBR276C YGR203W YFR028C YFR028C YML016C YML057W YAL009W YLR019W YER139C YML016C YBL056W YDL134C YDL188C YML057W YHR004C
protein serine/threonine phosphatase activity	GO:0004722	YER089C YNR032W YGL229C YML016C YBL056W YFR040W YBR125C YBR125C YDR436W YER133W YBR125C YDR075W YJL098W YHR076W YER089C YDR075W YPL179W YBL056W YNL201C YDL047W YDL134C YCR079W YDL188C YMR277W YOR090C YMR277W YGR123C YAL016W YGR123C YDL006W YAL016W YMR277W YDL006W YOR014W YOR090C YDR075W YOR090C
calcium-dependent protein serine/threonine phosphatase activity	GO:0004723	YLR433C YML057W YKL190W YLR433C YML057W YKL190W
magnesium-dependent protein serine/threonine phosphatase activity	GO:0004724	YDR436W YML016C YPL179W
protein tyrosine phosphatase activity	GO:0004725	YIR026C YER134C YDL230W YMR036C YNL053W YPR073C YER075C YMR036C YPR073C YNL128W YJR110W YDL230W YOR208W YNL099C YGR203W YIL113W YNL222W YBR276C YFR028C YOR208W YNL053W YER075C YOR208W YNL032W YBR276C YIL113W YPR073C YNL032W YDL230W YNL099C YPR073C YPR073C YER075C YDL230W YIR026C YFR028C YNL222W YDR067C YMR036C YNL032W
oxygen-dependent protoporphyrinogen oxidase activity	GO:0004729	YER014W YER014W YER014W YER014W
pseudouridylate synthase activity	GO:0004730	YLR165C YLR165C
purine-nucleoside phosphorylase activity	GO:0004731	YLR209C YLR209C YLR209C YLR209C YLR209C
pyridoxamine-phosphate oxidase activity	GO:0004733	YBR035C YBR035C YLR456W YPR172W YBR035C YBR035C
pyrroline-5-carboxylate reductase activity	GO:0004735	YER023W YER023W YER023W YER023W
pyruvate carboxylase activity	GO:0004736	YBR218C YBR218C YBR218C YBR218C YGL062W YGL062W YGL062W YGL062W
pyruvate decarboxylase activity	GO:0004737	YDR380W YGR087C YLR134W YLR134W YLR134W YGR087C YLR044C YLR044C
pyruvate dehydrogenase activity	GO:0004738	YFL018C
pyruvate dehydrogenase (acetyl-transferring) activity	GO:0004739	YER178W YER178W YBR221C YER178W YBR221C
pyruvate dehydrogenase (acetyl-transferring) kinase activity	GO:0004740	YIL042C YGL059W YGL059W YIL042C
[pyruvate dehydrogenase (lipoamide)] phosphatase activity	GO:0004741	YOR090C
dihydrolipoyllysine-residue acetyltransferase activity	GO:0004742	YNL071W YNL071W YNL071W
pyruvate kinase activity	GO:0004743	YAL038W YOR347C YOR347C YAL038W YOR347C YAL038W YAL038W
riboflavin synthase activity	GO:0004746	YBR256C YBR256C YBR256C YBR256C
ribokinase activity	GO:0004747	YCR036W YCR036W YCR036W
ribonucleoside-diphosphate reductase activity, thioredoxin disulfide as acceptor	GO:0004748	YIL066C YJL026W YER070W YJL026W YER070W YGR180C YER070W YJL026W YGR180C YGR180C YIL066C YIL066C YER070W YGR180C YGR180C YGR180C YJL026W YER070W YGR180C YGR180C YER070W
ribose phosphate diphosphokinase activity	GO:0004749	YOL061W YKL181W YOL061W YHL011C YHL011C YKL181W YOL061W YER099C YER099C YBL068W YBL068W YBL068W YHL011C YKL181W YER099C
ribulose-phosphate 3-epimerase activity	GO:0004750	YJL121C YJL121C YJL121C YJL121C YJL121C
ribose-5-phosphate isomerase activity	GO:0004751	YOR095C YOR095C YOR095C YOR095C
saccharopine dehydrogenase (NAD+, L-lysine-forming) activity	GO:0004754	YIR034C YIR034C
saccharopine dehydrogenase (NADP+, L-glutamate-forming) activity	GO:0004755	YNR050C YNR050C
serine C-palmitoyltransferase activity	GO:0004758	YMR296C YDR062W YDR062W YMR296C YMR296C YDR062W
shikimate 3-dehydrogenase (NADP+) activity	GO:0004764	YDR127W YDR127W YDR127W
shikimate kinase activity	GO:0004765	YDR127W YDR127W YDR127W
spermidine synthase activity	GO:0004766	YPR069C YPR069C YPR069C
stearoyl-CoA 9-desaturase activity	GO:0004768	YGL055W YGL055W YGL055W YGL055W
sterol esterase activity	GO:0004771	YKR089C YLL012W YKL140W YKR089C YLR020C YLR020C YKL140W YLR020C YLR020C YLL012W
succinate-CoA ligase (ADP-forming) activity	GO:0004775	YOR142W YGR244C YOR142W YOR142W YOR142W YGR244C YOR142W YGR244C YGR244C
sulfate adenylyltransferase (ADP) activity	GO:0004780	YCL050C YCL050C YCL050C
sulfate adenylyltransferase (ATP) activity	GO:0004781	YJR010W YJR010W YJR010W YJR010W
sulfite reductase (NADPH) activity	GO:0004783	YFR030W YJR137C YJR137C YFR030W YFR030W
superoxide dismutase activity	GO:0004784	YHR008C YHR008C YDR347W YJR104C YHR008C YHR008C YHR053C YHR055C YJR101W YJR104C YJR104C
thiamine diphosphokinase activity	GO:0004788	YOR143C YOR143C YOR143C YOR143C YOR143C
thiamine-phosphate diphosphorylase activity	GO:0004789	YPL214C YPL214C YPL214C
thioredoxin-disulfide reductase activity	GO:0004791	YDR353W YDR353W YHR106W YHR106W YDR353W YHR106W
thiosulfate sulfurtransferase activity	GO:0004792	YOR251C YOR286W YGR203W YOR286W YOR285W YHR111W YOR251C YOR251C YOR251C YOR251C
threonine aldolase activity	GO:0004793	YEL046C
L-threonine ammonia-lyase activity	GO:0004794	YCL064C YER086W YER086W YER086W YCL064C
threonine synthase activity	GO:0004795	YCR053W YCR053W YCR053W
thymidylate kinase activity	GO:0004798	YJR057W YJR057W YJR057W YJR057W
thymidylate synthase activity	GO:0004799	YOR074C YOR074C YOR074C
sedoheptulose-7-phosphate:D-glyceraldehyde-3-phosphate glyceronetransferase activity	GO:0004801	YLR354C YLR354C YLR354C YGR043C YGR043C YGR043C YGR043C
transketolase activity	GO:0004802	YBR117C YPR074C YBR117C YPR074C YBR117C YPR074C YPR074C
trehalose-phosphatase activity	GO:0004805	YDR074W YML100W YDR074W YMR261C
triglyceride lipase activity	GO:0004806	YMR313C YKR089C YCR068W YMR313C YKR089C YKR089C YKR089C YBR204C YDR058C YKR089C YDR058C YCR068W YDR058C YOR081C YJR107W YOR081C YMR313C YOR081C YBR204C
triose-phosphate isomerase activity	GO:0004807	YDR050C YDR050C YDR050C
tRNA (5-methylaminomethyl-2-thiouridylate)-methyltransferase activity	GO:0004808	YDL033C YDL033C
tRNA (guanine-N2-)-methyltransferase activity	GO:0004809	YNR046W YDR120C YNR046W YDR120C YDR120C YOL124C YOL124C
tRNA adenylyltransferase activity	GO:0004810	YER168C
aminoacyl-tRNA ligase activity	GO:0004812	YGR094W YLR382C YPR033C YHR011W YLR060W YGL245W YPL097W YLR382C YOL033W YGL245W YDR037W YIL078W YHR020W YPR081C YGR264C YFL022C YGR094W YOL097C YHR011W YFL022C YIL078W YOR168W YER087W YGR171C YPR033C YPL160W YPR081C YKL194C YDR341C YDR268W YPL097W YOL097C YPL104W YHR020W YBL076C YDR341C YPL160W YCR024C YHR019C YNL247W YKL194C YHR091C YDR283C YNL247W YCR024C YGR185C YPR047W YPL040C YOR335C YDR268W YLL018C YNL073W YBL076C YHR091C YBR121C YDR023W YGR185C YOL033W YGR171C YLL018C YNL073W YPR047W YER087W YBR121C YOR168W YPL104W YDR023W YHR019C YGR264C YPR033C YDR037W YPL040C
alanine-tRNA ligase activity	GO:0004813	YOR335C YNL040W YOR335C YOR335C YOR335C
arginine-tRNA ligase activity	GO:0004814	YDR341C YDR341C YHR091C YHR091C YHR091C YDR341C
aspartate-tRNA ligase activity	GO:0004815	YLL018C YPL104W YLL018C YPL104W YPL104W YLL018C YLL018C
asparagine-tRNA ligase activity	GO:0004816	YHR019C YHR019C YCR024C YHR019C YCR024C YHR019C YCR024C
cysteine-tRNA ligase activity	GO:0004817	YNL247W YNL247W YNL247W
glutamate-tRNA ligase activity	GO:0004818	YGL245W YGL245W YOL033W YOL033W YGL245W YOL033W
glutamine-tRNA ligase activity	GO:0004819	YOR168W YOR168W YOR168W
glycine-tRNA ligase activity	GO:0004820	YPR081C YPR081C YBR121C YBR121C YBR121C YPR081C YPR081C YBR121C YBR121C YPR081C
histidine-tRNA ligase activity	GO:0004821	YPR033C YPR033C
isoleucine-tRNA ligase activity	GO:0004822	YPL040C YBL076C YBL076C YBL076C YBL076C YPL040C YPL040C
leucine-tRNA ligase activity	GO:0004823	YLR382C YPL160W YPL160W YLR382C YLR382C YPL160W
lysine-tRNA ligase activity	GO:0004824	YNL073W YNL073W YNL073W YDR037W YDR037W YNL073W YDR037W YDR037W
methionine-tRNA ligase activity	GO:0004825	YGR264C YGR171C YGR171C YGR171C YGR264C YGR264C YGR171C
phenylalanine-tRNA ligase activity	GO:0004826	YPR047W YFL022C YPR047W YLR060W YPR047W YPR047W YPR047W YFL022C YPR047W YLR060W YFL022C YLR060W YFL022C YLR060W YFL022C YLR060W
proline-tRNA ligase activity	GO:0004827	YER087W YHR020W YER087W YHR020W YHR020W YER087W
serine-tRNA ligase activity	GO:0004828	YHR011W YHR011W YDR023W YHR011W YHR011W YDR023W YDR023W
threonine-tRNA ligase activity	GO:0004829	YKL194C YIL078W YIL078W YKL194C YIL078W YIL078W YKL194C YKL194C YKL194C
tryptophan-tRNA ligase activity	GO:0004830	YOL097C YDR268W YOL097C YDR268W YOL097C YDR268W YDR268W
tyrosine-tRNA ligase activity	GO:0004831	YGR185C YGR185C YGR185C YGR185C YPL097W YPL097W YPL097W YPL097W YGR185C
valine-tRNA ligase activity	GO:0004832	YGR094W YGR094W YGR094W YGR094W
tryptophan 2,3-dioxygenase activity	GO:0004833	YJR078W
tryptophan synthase activity	GO:0004834	YGL026C YGL026C YGL026C YGL026C YGL026C
tubulin-tyrosine ligase activity	GO:0004835	YBR094W YBR094W
ubiquitin activating enzyme activity	GO:0004839	YKL210W
ubiquitin-protein ligase activity	GO:0004842	YNL008C YDL074C YDR177W YER116C YMR119W YMR119W YJL149W YMR247C YER100W YDR054C YLR024C YDL132W YEL012W YJR036C YDL013W YDR059C YJL149W YEL012W YGR184C YGR184C YMR026C YER068W YDR092W YOR339C YDR328C YEL012W YGL058W YPR072W YLR097C YLR097C YOL013C YNL008C YDL190C YGR003W YGL087C YFL009W YER068W YDR131C YDR266C YKR017C YDR255C YCR066W YOR080W YDL132W YHR166C YDR059C YKL022C YDR457W YGR184C YOL133W YDR306C YNL311C YKL010C YDR177W YGL058W YKL010C YDR457W YBL084C YOL013C YLR207W YFL009W YGR184C YBR082C YDR054C YER116C YER125W YLR102C YGL087C YDR054C YIL038C YLL036C YDR092W YGL087C YHR115C YER125W YLR127C YPR093C YOL013C YDR131C YDL074C YDR328C YIL030C YKL010C YMR231W YLL036C YER125W YLL036C YJL047C YOL133W YDL008W YPL046C YLR024C YDR265W YDL132W YNL116W YLR224W YDR255C YDR177W YCR066W YDR143C YGL058W YDL165W YDR143C YNL230C YIL097W YDR054C YLR224W YDR054C YMR022W YMR022W YOL013C YML088W YER100W YKL034W YML088W YOL054W YGR133W YOL054W YLR368W YJR036C YNL172W YMR022W YBR280C YLR368W YKL034W YDR313C YBR114W YGL141W YER116C YDR054C YDR265W YBR082C YJR052W YER100W YGL131C YOL133W YKL034W YOR339C YGR133W YJR036C YDL013W YML088W YBR280C YOR249C YOL013C YFR036W YGR133W YML088W YDL013W YDL008W YJR090C YJL210W YDR118W
ubiquitin-specific protease activity	GO:0004843	YER144C YDL122W YFR004W YFL044C YNL186W YPL084W YFR010W YPL072W YER098W YJL197W YMR223W YER151C YFR004W YMR304W YFR010W YBR058C YKR098C YMR304W YIL156W YMR304W YDR069C YBL067C YMR304W YOR124C YJR099W
uracil DNA N-glycosylase activity	GO:0004844	YML021C YML021C
uracil phosphoribosyltransferase activity	GO:0004845	YHR128W YHR128W
urea carboxylase activity	GO:0004847	YBR208C YBR208C
ureidoglycolate hydrolase activity	GO:0004848	YIR032C YIR032C YIR032C
uridine kinase activity	GO:0004849	YDR020C YNR012W YNR012W YNR012W
uroporphyrin-III C-methyltransferase activity	GO:0004851	YKR069W YKR069W YKR069W YKR069W
uroporphyrinogen-III synthase activity	GO:0004852	YOR278W YOR278W YOR278W YOR278W
uroporphyrinogen decarboxylase activity	GO:0004853	YDR047W YDR047W YDR047W YDR047W
xylulokinase activity	GO:0004856	YGR194C YGR194C YGR194C
enzyme inhibitor activity	GO:0004857	YDL181W YLR073C YHR136C YFR017C YFR017C YDL181W YDL130W-A YML058W
protein kinase inhibitor activity	GO:0004860	YCR059C YHR136C YJL157C YCL051W
cyclin-dependent protein kinase inhibitor activity	GO:0004861	YGR233C YLR079W YLR079W YLR079W YJL157C
cAMP-dependent protein kinase inhibitor activity	GO:0004862	YOR371C YOR371C YAL056W YAL056W YAL056W YIL033C YIL033C
protein phosphatase inhibitor activity	GO:0004864	YOR054C YKR072C YOR054C YKR072C YMR311C
protein serine/threonine phosphatase inhibitor activity	GO:0004865	YFR003C YKL193C YKL193C YFR003C
endopeptidase inhibitor activity	GO:0004866	YMR174C YHR138C YMR174C YHR138C YNL015W
serine-type endopeptidase inhibitor activity	GO:0004867	YLR178C YNL015W
cysteine-type endopeptidase inhibitor activity	GO:0004869	YLR073C
signal transducer activity	GO:0004871	YKL178C YPL133C YIL147C YHR005C YDL035C YLR371W YOR371C YAL017W YGL097W YAL056W YLR229C YJR086W YIL169C YBR239C YJR086W YJR086W YGL121C YOR212W YAL056W YFL026W YPR165W YOL045W YER020W YGL121C YGR152C YHR005C YOR212W YHR005C YMR116C YMR116C YER020W YPL268W YDL235C YER020W
receptor activity	GO:0004872	YDL194W YDL248W YDL138W
transmembrane signaling receptor activity	GO:0004888	YLR332W YLR332W YNL283C YOR008C YLR332W YHL028W YHL028W YOL105C YOL105C YOR008C YNL283C
G-protein coupled receptor activity	GO:0004930	YFL026W YDL035C YDL035C YDL035C YDL035C YDL035C YKL178C
mating-type factor pheromone receptor activity	GO:0004932	YKL178C YFL026W
mating-type a-factor pheromone receptor activity	GO:0004933	YKL178C YKL178C
mating-type alpha-factor pheromone receptor activity	GO:0004934	YFL026W YFL026W YFL026W YFL026W YFL026W
osmosensor activity	GO:0005034	YIL147C YGR014W YER118C YDR420W YER118C
signal recognition particle binding	GO:0005047	YKL154W YDR292C YKL154W YKL154W YDR292C
signal sequence binding	GO:0005048	YLR378C YJL222W YHR098C YIL173W YKL122C YPL210C YBL017C YPL243W YPR079W YBL017C YIL109C YNL049C YPR088C NA YIL173W YJL222W YDL092W YLR243W YBR283C YPR079W
peroxisome matrix targeting signal-1 binding	GO:0005052	YDR244W YMR018W YDR244W
peroxisome matrix targeting signal-2 binding	GO:0005053	YDR142C YDR142C YDR142C YOL138C
receptor signaling protein activity	GO:0005057	YDR085C YDR085C
MAP-kinase scaffold activity	GO:0005078	YJL128C YER118C YDR103W YJL128C YDR103W YER118C YER118C
small GTPase regulator activity	GO:0005083	YIL119C YER180C-A YGR070W YDR495C YLR371W YLR425W
guanyl-nucleotide exchange factor activity	GO:0005085	YPR017C YNL297C YAL024C YNL297C YLR039C YNL297C YDL100C YLR039C YLR422W YAL024C YCR038C YNL272C YPR017C YAL041W YER093C YPR095C YLR425W YBL060W YAL041W YEL022W YCR038C YAL003W YGR083C YDR137W YBR131W YGR070W YML097C YDR211W YLR291C YPR017C YAL024C YOR260W YKR026C YLR039C YDR137W YDR137W YDR211W YER155C YNL272C YGL097W YOR260W YLR310C YOR260W YLR371W YDR211W YCR038C YJR031C YLR291C YLL017W YLL017W YLR310C YCL068C YLR039C YCR038C
ARF guanyl-nucleotide exchange factor activity	GO:0005086	YER087C-B YDR170C YJR031C YDR170C YDR170C YPR095C YBL060W YJR031C YBL060W YBL060W YER019C-A YPR095C YEL022W YEL022W
Ran guanyl-nucleotide exchange factor activity	GO:0005087	YLR347C
Ras guanyl-nucleotide exchange factor activity	GO:0005088	YLL017W YLL016W YLR310C YLR310C YCR038C YLR310C
Rho guanyl-nucleotide exchange factor activity	GO:0005089	YLR371W YCL014W YGR070W YLR425W YAL041W YGR070W YLR371W YAL041W YMR232W YLR425W YLR371W YGR070W
Sar guanyl-nucleotide exchange factor activity	GO:0005090	YNR026C YNR026C YNR026C
GDP-dissociation inhibitor activity	GO:0005092	YPR041W YPR041W YMR116C
Rab GDP-dissociation inhibitor activity	GO:0005093	YER136W YER136W
Rho GDP-dissociation inhibitor activity	GO:0005094	YKR090W YDL135C YDL135C YKR090W
